SnapshotMonth,RankingType,WeightLimit,Rank,FighterID,FighterWeightLimit,Wins,Knockouts,Losses,Draws,Title
2000-03,DIVISION,154,9,283,154,5,1,0,0,0
2000-03,DIVISION,154,10,281,154,4,2,0,0,0
2000-03,DIVISION,160,1,51,160,11,2,0,0,1
2000-03,DIVISION,160,2,48,160,13,7,0,0,0
2000-03,DIVISION,160,3,52,160,9,4,1,0,0
2000-03,DIVISION,160,4,289,160,1,1,0,0,0
2000-03,DIVISION,160,5,288,160,1,0,0,0,0
2000-03,DIVISION,160,6,53,160,10,2,0,0,0
2000-03,DIVISION,160,7,291,160,1,0,0,0,0
2000-03,DIVISION,160,8,290,160,1,0,0,0,0
2000-03,DIVISION,160,9,287,160,1,0,0,0,0
2000-03,DIVISION,160,10,286,160,1,0,0,0,0
2000-03,DIVISION,168,1,34,168,24,7,0,0,1
2000-03,DIVISION,168,2,44,168,4,4,0,0,0
2000-03,DIVISION,168,3,41,168,8,2,0,0,0
2000-03,DIVISION,168,4,37,168,18,7,0,0,0
2000-03,DIVISION,168,5,38,168,16,5,0,0,0
2000-03,DIVISION,168,6,35,168,22,8,0,0,0
2000-03,DIVISION,168,7,40,168,8,2,0,0,0
2000-03,DIVISION,168,8,43,168,7,3,0,0,0
2000-03,DIVISION,168,9,39,168,12,4,0,0,0
2000-03,DIVISION,168,10,42,168,8,2,1,0,0
2000-03,DIVISION,175,1,30,175,9,6,0,0,1
2000-03,DIVISION,175,2,27,175,15,4,1,0,0
2000-03,DIVISION,175,3,29,175,11,8,0,0,0
2000-03,DIVISION,175,4,24,175,19,11,0,0,0
2000-03,DIVISION,175,5,25,175,18,8,0,0,0
2000-03,DIVISION,175,6,26,175,16,3,0,0,0
2000-03,DIVISION,175,7,32,175,9,5,0,0,0
2000-03,DIVISION,175,8,28,175,14,2,0,0,0
2000-03,DIVISION,175,9,33,175,10,2,0,0,0
2000-03,DIVISION,175,10,31,175,9,2,0,0,0
2000-03,DIVISION,200,1,13,200,18,6,0,0,1
2000-03,DIVISION,200,2,14,200,17,5,0,0,0
2000-03,DIVISION,200,3,15,200,10,2,0,0,0
2000-03,DIVISION,200,4,16,200,16,6,0,0,0
2000-03,DIVISION,200,5,17,200,9,2,0,0,0
2000-03,DIVISION,200,6,22,200,16,4,0,0,0
2000-03,DIVISION,200,7,18,200,14,9,0,0,0
2000-03,DIVISION,200,8,23,200,16,2,0,0,0
2000-03,DIVISION,200,9,19,200,11,3,0,0,0
2000-03,DIVISION,200,10,20,200,8,5,0,0,0
2000-03,DIVISION,300,1,4,300,15,6,0,0,1
2000-03,DIVISION,300,2,3,300,23,8,0,0,0
2000-03,DIVISION,300,3,5,300,12,4,0,0,0
2000-03,DIVISION,300,4,2,300,13,6,1,0,0
2000-03,DIVISION,300,5,6,300,20,3,0,0,0
2000-03,DIVISION,300,6,7,300,14,7,0,0,0
2000-03,DIVISION,300,7,8,300,9,3,0,0,0
2000-03,DIVISION,300,8,1,300,25,7,0,0,0
2000-03,DIVISION,300,9,9,300,20,4,0,0,0
2000-03,DIVISION,300,10,11,300,19,5,0,0,0
2000-03,P4P,,1,157,112,22,13,0,0,1
2000-03,P4P,,2,34,168,24,7,0,0,1
2000-03,P4P,,3,75,140,26,5,0,0,0
2000-03,P4P,,4,242,126,25,7,0,0,0
2000-03,P4P,,5,13,200,18,6,0,0,1
2000-03,P4P,,6,1,300,25,7,0,0,0
2000-03,P4P,,7,177,105,15,10,0,0,1
2000-03,P4P,,8,240,130,23,6,0,0,0
2000-03,P4P,,9,124,122,16,6,0,0,1
2000-03,P4P,,10,111,126,24,6,0,0,0
2000-03,P4P,,11,4,300,15,6,0,0,1
2000-03,P4P,,12,58,154,15,6,0,0,1
2000-03,P4P,,13,3,300,23,8,0,0,0
2000-03,P4P,,14,217,108,22,5,0,0,0
2000-03,P4P,,15,100,130,15,5,0,0,1
2000-04,DIVISION,108,1,173,108,15,5,0,0,1
2000-04,DIVISION,108,2,213,108,2,1,0,0,0
2000-04,DIVISION,108,3,182,108,10,2,0,0,0
2000-04,DIVISION,108,4,174,108,12,6,1,1,0
2000-04,DIVISION,108,5,212,108,5,2,0,0,0
2000-04,DIVISION,108,6,176,108,9,1,0,1,0
2000-04,DIVISION,108,7,214,108,1,1,0,0,0
2000-04,DIVISION,108,8,215,108,1,1,0,0,0
2000-04,DIVISION,108,9,254,108,1,1,0,0,0
2000-04,DIVISION,108,10,217,108,22,5,0,0,0
2000-04,DIVISION,126,1,116,126,13,7,0,0,1
2000-04,DIVISION,126,2,111,126,25,6,0,0,0
2000-04,DIVISION,126,3,120,126,7,5,0,0,0
2000-04,DIVISION,126,4,119,126,8,2,0,0,0
2000-04,DIVISION,126,5,121,126,7,2,0,0,0
2000-04,DIVISION,126,6,114,126,19,5,0,0,0
2000-04,DIVISION,126,7,117,126,11,7,1,0,0
2000-04,DIVISION,126,8,242,126,25,7,0,0,0
2000-04,DIVISION,126,9,243,126,12,3,0,0,0
2000-04,DIVISION,126,10,265,126,8,2,0,0,0
2000-04,DIVISION,130,1,100,130,15,5,0,0,1
2000-04,DIVISION,130,2,104,130,11,6,0,0,0
2000-04,DIVISION,130,3,109,130,8,5,0,0,0
2000-04,DIVISION,130,4,99,130,15,7,0,1,0
2000-04,DIVISION,130,5,106,130,11,4,0,0,0
2000-04,DIVISION,130,6,266,130,9,2,0,0,0
2000-04,DIVISION,130,7,102,130,12,7,1,0,0
2000-04,DIVISION,130,8,241,130,1,1,0,0,0
2000-04,DIVISION,130,9,240,130,23,6,0,0,0
2000-04,DIVISION,130,10,101,130,14,5,1,0,0
2000-04,DIVISION,135,1,91,135,13,8,0,0,1
2000-04,DIVISION,135,2,89,135,15,4,0,0,0
2000-04,DIVISION,135,3,88,135,17,6,0,0,0
2000-04,DIVISION,135,4,90,135,13,5,0,0,0
2000-04,DIVISION,135,5,267,135,6,2,0,0,0
2000-04,DIVISION,135,6,268,135,1,1,0,0,0
2000-04,DIVISION,135,7,269,135,1,1,0,0,0
2000-04,DIVISION,135,8,271,135,1,1,0,0,0
2000-04,DIVISION,135,9,270,135,1,1,0,0,0
2000-04,DIVISION,135,10,87,135,20,3,0,0,0
2000-04,DIVISION,140,1,81,140,12,3,0,0,1
2000-04,DIVISION,140,2,75,140,26,5,0,0,0
2000-04,DIVISION,140,3,76,140,19,2,0,0,0
2000-04,DIVISION,140,4,272,140,10,5,0,0,0
2000-04,DIVISION,140,5,79,140,11,7,0,1,0
2000-04,DIVISION,140,6,82,140,10,5,1,1,0
2000-04,DIVISION,140,7,246,140,13,5,0,0,0
2000-04,DIVISION,140,8,273,140,1,1,0,0,0
2000-04,DIVISION,140,9,274,140,1,1,0,0,0
2000-04,DIVISION,140,10,275,140,1,1,0,0,0
2000-04,DIVISION,147,1,70,147,11,6,0,0,1
2000-04,DIVISION,147,2,277,147,16,4,0,0,0
2000-04,DIVISION,147,3,67,147,11,7,0,0,0
2000-04,DIVISION,147,4,276,147,1,1,0,0,0
2000-04,DIVISION,147,5,278,147,1,1,0,0,0
2000-04,DIVISION,147,6,279,147,1,1,0,0,0
2000-04,DIVISION,147,7,66,147,13,4,0,0,0
2000-04,DIVISION,147,8,69,147,12,3,0,0,0
2000-04,DIVISION,147,9,280,147,8,2,0,0,0
2000-04,DIVISION,147,10,249,147,7,1,0,0,0
2000-04,DIVISION,154,1,63,154,10,4,0,0,1
2000-04,DIVISION,154,2,58,154,15,6,1,0,0
2000-04,DIVISION,154,3,59,154,13,4,0,0,0
2000-04,DIVISION,154,4,61,154,11,6,0,0,0
2000-04,DIVISION,154,5,284,154,16,4,0,0,0
2000-04,DIVISION,154,6,56,154,21,9,1,0,0
2000-04,DIVISION,154,7,282,154,14,3,0,0,0
2000-04,DIVISION,154,8,62,154,11,3,0,0,0
2000-04,DIVISION,154,9,285,154,7,3,0,0,0
2000-04,DIVISION,154,10,283,154,5,1,0,0,0
2000-04,DIVISION,300,1,4,300,15,6,0,0,1
2000-04,DIVISION,300,2,3,300,24,8,0,0,0
2000-04,DIVISION,300,3,6,300,20,3,0,0,0
2000-04,DIVISION,300,4,300,300,21,4,0,0,0
2000-04,DIVISION,300,5,11,300,20,6,0,0,0
2000-04,DIVISION,300,6,303,300,19,4,0,0,0
2000-04,DIVISION,300,7,304,300,16,4,0,0,0
2000-04,DIVISION,300,8,301,300,14,6,0,0,0
2000-04,DIVISION,300,9,299,300,11,3,0,0,0
2000-04,DIVISION,300,10,302,300,3,1,0,0,0
2000-04,P4P,,1,157,112,22,13,0,0,1
2000-04,P4P,,2,34,168,24,7,0,0,1
2000-04,P4P,,3,13,200,19,6,0,0,1
2000-04,P4P,,4,75,140,26,5,0,0,0
2000-04,P4P,,5,242,126,25,7,0,0,0
2000-04,P4P,,6,111,126,25,6,0,0,0
2000-04,P4P,,7,3,300,24,8,0,0,0
2000-04,P4P,,8,173,108,15,5,0,0,1
2000-04,P4P,,9,177,105,15,10,0,0,1
2000-04,P4P,,10,240,130,23,6,0,0,0
2000-04,P4P,,11,124,122,16,6,0,0,1
2000-04,P4P,,12,36,168,21,9,0,0,0
2000-04,P4P,,13,139,118,13,6,0,0,1
2000-04,P4P,,14,4,300,15,6,0,0,1
2000-04,P4P,,15,24,175,20,11,0,0,0
